fen|mv|mv_score|bmv|bmv_score|difs
r3kb1r/pbp1p1pp/2p2n2/5p2/8/2N2N2/PPP2PPP/R1B1K2R w KQkq - 4 10|c8b7|-58|e7e6|43|101
2kr1b1r/pbp1p1pp/2p2n2/4Np2/8/2N5/PPP2PPP/R1B1K2R w KQ - 6 11|e8c8|-191|e7e6|60|251
2kr1b1r/pbp1pNpp/5n2/2p2p2/8/2N5/PPP2PPP/R1B1K2R w KQ - 0 12|c6c5|-474|h8g8|-190|284
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|-60|b1c3|32|92
r1bqkb1r/pp1p1ppp/2n2n2/2p1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5|d2d3|44|f3g5|113|69
r1bqkb1r/pp3ppp/2np1n2/2p1p3/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq - 1 6|c1e3|19|f3g5|232|213
r1bqk2r/pp2bppp/2np1n2/2p1p1N1/2B1P3/2NPB3/PPP2PPP/R2QK2R b KQkq - 3 7|f3g5|-57|e1g1|15|72
rnbqkb1r/pppp1ppp/5n2/4p3/6PP/3P4/PPP2P2/RNBQKBNR w KQkq - 1 5|e4f6|94|e4c5|174|80
rnbqkb1r/pppp1ppp/8/3np1P1/7P/3P4/PPP2P2/RNBQKBNR w KQkq - 1 6|f6d5|52|f6d5|103|51
rnbqk2r/pppp1ppp/8/2bnp1PQ/7P/3P4/PPP2P2/RNB1KBNR w KQkq - 3 7|f8c5|127|b8c6|253|126
rnb2rk1/pppp2pp/5qp1/2bnp3/7P/2PP4/PP3P2/RNBQKBNR w KQ - 2 10|d8f6|569|c5f2|903|334
rnb1kbnr/pppp1ppp/5q2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|93|b1c3|150|57
rnb1kbnr/1ppp1ppp/p4q2/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4|c2c3|90|d2d4|157|67
rn2kbnr/1bpp1ppp/p4q2/1p2p3/4P3/1BP2N2/PP1PQPPP/RNB1K2R b KQkq - 3 6|d1e2|116|d2d4|213|97
rn2kbnr/1b1p1pp1/p4q1p/1p2P3/2p1P3/2P2N2/PPB1QPPP/RNB1K2R b KQkq - 0 9|d4e5|226|f3e5|328|102
rn2kbnr/1b1p1pp1/p3q2p/1p2P3/2p1P2N/2P5/PPB1QPPP/RNB2RK1 b kq - 4 11|e1g1|226|f2f4|345|119
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/4P3/1B1P1Q2/PPP2PPP/RNB1K1NR w KQ - 3 6|b8c6|12|d7d5|62|50
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/4P3/1BPP1Q2/PP3PPP/RNB1K1NR w KQ - 0 7|d7d6|6|a7a5|72|66
r1bqr1k1/ppp2ppp/2np1n2/2b1p3/4P3/1BPP1Q1P/PP3PP1/RNB1K1NR w KQ - 1 8|f8e8|-38|h7h6|39|77
r2qr1k1/ppp2p1p/2n1bnpB/2bpp3/4P3/2PP2QP/PP3PP1/RN1BK1NR w KQ - 0 11|g7g6|19|c5f8|60|41
r2qr1k1/ppp1bp1p/2n1bnp1/3pp1B1/4P3/2PP2QP/PP3PP1/RN1BK1NR w KQ - 2 12|c5e7|46|d5e4|110|64
r1bqk2r/ppppppbp/2n2np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 4 5|b1c3|-52|e4e5|187|239
r1bqk2r/pppp1pbp/2n1pnp1/6B1/2BPP3/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 6|c1g5|7|e4e5|149|142
r1bq1rk1/pppp1pbp/2n1pnp1/3P2B1/2B1P3/2N2N2/PPP2PPP/R2QK2R b KQ - 0 7|d4d5|4|e4e5|386|382
r1bq1rk1/pppp1pbp/4pnp1/nB1P2B1/4P3/2N2N2/PPP2PPP/R2QK2R b KQ - 2 8|c4b5|-56|c4e2|19|75
rn1qkb1r/ppp1pppp/5n2/3p1b2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 3 4|c8f5|-108|d5c4|-52|56
r2qkb1r/pp3ppp/2n1pn2/2p5/2PPp3/2NQ1N2/PP3PPP/R1B1K2R w KQkq - 0 9|d5e4|107|c6b4|252|145
r2qkb1r/pp4pp/2n1pp2/2p3B1/2PPn3/3Q1N2/PP3PPP/R3K2R w KQkq - 0 11|f7f6|277|e4g5|1033|756
r2qkb1r/pp4pp/2n1pp2/6B1/2PpQ3/5N2/PP3PPP/R3K2R w KQkq - 0 12|c5d4|83|f6g5|288|205
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|-1|f1b5|45|46
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1PQPPP/RNB1K2R b KQkq - 2 5|d1e2|-44|d2d4|19|63
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2BPP3/2P2N2/PP2QPPP/RNB1K2R b KQkq - 0 6|d2d4|-152|b2b4|-66|86
r1bqk2r/ppp2ppp/1bn2n2/4p1N1/2B1P3/2P5/PP2QPPP/RNB1K2R b KQkq - 1 8|f3g5|-61|e1g1|39|100
r1bq1rk1/ppp2ppp/1bn2n2/4p1N1/2B1P3/2P2Q2/PP3PPP/RNB1K2R b KQ - 3 9|e2f3|-301|g5f3|-34|267
r2q1rk1/ppp2ppp/1bn2n2/4p1N1/2B1P1b1/2P3Q1/PP3PPP/RNB1K2R b KQ - 5 10|f3g3|-1499|f3d3|-231|1268
r2q1rk1/ppp2ppp/1bn2n2/4p1Nb/2B1PP2/2P3Q1/PP4PP/RNB1K2R b KQ - 0 11|f2f4|-1499|b1d2|-98|1401
r2q1rk1/ppp2ppp/1bn2nb1/4p1N1/2B1PP2/2P4Q/PP4PP/RNB1K2R b KQ - 2 12|g3h3|-666|f4f5|-331|335
